,country,HDI,suicides/100k pop
221,Estonia,0.747,41.83833333333333
222,Estonia,0.759,35.62666666666666
223,Estonia,0.7659999999999999,40.53916666666667
224,Estonia,0.78,30.386666666666667
225,Estonia,0.79,30.97333333333334
226,Estonia,0.799,29.85833333333333
227,Estonia,0.8059999999999999,28.18666666666667
228,Estonia,0.8140000000000001,24.954999999999995
229,Estonia,0.825,21.36916666666667
230,Estonia,0.8320000000000001,20.219166666666666
231,Estonia,0.838,20.722499999999997
232,Estonia,0.8390000000000001,22.087500000000002
233,Estonia,0.841,20.380833333333335
234,Estonia,0.8440000000000001,19.08916666666667
235,Estonia,0.853,19.105
236,Estonia,0.8590000000000001,20.13416666666667
237,Estonia,0.863,19.326666666666668
238,Estonia,0.865,21.575833333333332
239,Estonia,0.871,17.115
240,Finland,0.784,33.01833333333334
241,Finland,0.787,31.464999999999993
242,Finland,0.795,29.155833333333334
243,Finland,0.799,27.75
244,Finland,0.809,27.52
245,Finland,0.816,27.080000000000002
246,Finland,0.823,24.1375
247,Finland,0.8320000000000001,25.8625
248,Finland,0.84,25.11916666666667
249,Finland,0.848,23.592499999999998
250,Finland,0.858,22.137499999999992
251,Finland,0.8640000000000001,22.265833333333337
252,Finland,0.867,21.293333333333337
253,Finland,0.87,20.2875
254,Finland,0.8909999999999999,20.329166666666666
255,Finland,0.895,19.209999999999997
256,Finland,0.899,19.262083333333333
257,Finland,0.9009999999999999,18.590000000000003
258,Finland,0.903,17.934166666666666
259,Finland,0.904,18.357499999999998
260,Finland,0.907,16.967499999999998
261,Finland,0.9079999999999999,15.584166666666667
262,Finland,0.9159999999999999,16.4025
263,Finland,0.9179999999999999,14.763333333333337
264,Finland,0.919,13.432499999999997
265,France,0.78,25.227500000000006
266,France,0.79,24.84166666666667
267,France,0.7979999999999999,25.122500000000002
268,France,0.804,26.0575
269,France,0.818,24.995833333333326
270,France,0.825,24.384999999999994
271,France,0.83,22.601666666666663
272,France,0.8340000000000001,22.194166666666664
273,France,0.8390000000000001,21.137500000000003
274,France,0.8420000000000001,21.435833333333335
275,France,0.8440000000000001,20.485833333333336
276,France,0.845,19.940833333333334
277,France,0.848,20.109166666666663
278,France,0.852,19.37583333333333
279,France,0.86,19.340833333333332
280,France,0.865,18.38583333333333
281,France,0.867,17.8075
282,France,0.8690000000000001,18.018750000000004
283,France,0.872,17.5975
284,France,0.8759999999999999,17.598333333333336
285,France,0.878,16.581666666666663
286,France,0.882,16.0275
287,France,0.887,14.963333333333333
288,Georgia,0.669,3.886666666666667
289,Georgia,0.6729999999999999,2.9324999999999997
290,Georgia,0.695,5.545000000000001
291,Georgia,0.705,2.363333333333333
292,Georgia,0.7120000000000001,1.9591666666666665
293,Georgia,0.7240000000000001,3.0491666666666677
294,Georgia,0.727,5.421666666666666
295,Georgia,0.732,2.8608333333333333
296,Georgia,0.738,3.025833333333333
297,Georgia,0.7490000000000001,2.9066666666666667
298,Georgia,0.7559999999999999,4.630833333333333
299,Georgia,0.764,6.207499999999999
300,Georgia,0.7709999999999999,7.0566666666666675
301,Germany,0.8009999999999999,21.620833333333334
302,Germany,0.809,21.50916666666667
303,Germany,0.8140000000000001,20.83666666666667
304,Germany,0.8240000000000001,19.625000000000004
305,Germany,0.8290000000000001,19.232499999999998
306,Germany,0.8340000000000001,19.465
307,Germany,0.8390000000000001,18.035
308,Germany,0.8440000000000001,17.58
309,Germany,0.853,16.70916666666667
310,Germany,0.861,15.770000000000003
311,Germany,0.8690000000000001,15.462500000000004
312,Germany,0.8759999999999999,15.481666666666664
313,Germany,0.883,15.330000000000004
314,Germany,0.889,15.103333333333332
315,Germany,0.899,14.3525
316,Germany,0.9,13.457499999999998
317,Germany,0.91,12.71
318,Germany,0.914,12.21
319,Germany,0.9159999999999999,12.12666666666667
320,Germany,0.92,12.680833333333334
321,Germany,0.925,12.735
322,Germany,0.927,12.557916666666666
323,Germany,0.93,12.75333333333333
324,Germany,0.9329999999999999,12.528333333333334
325,Greece,0.753,4.290833333333333
326,Greece,0.762,4.425
327,Greece,0.763,4.5474999999999985
328,Greece,0.764,4.077500000000001
329,Greece,0.7659999999999999,3.9033333333333338
330,Greece,0.768,4.14
331,Greece,0.772,3.760833333333334
332,Greece,0.777,3.9716666666666662
333,Greece,0.787,4.0225
334,Greece,0.789,3.811666666666666
335,Greece,0.7959999999999999,3.7383333333333333
336,Greece,0.8059999999999999,3.2341666666666673
337,Greece,0.818,3.1958333333333333
338,Greece,0.825,3.3891666666666667
339,Greece,0.835,3.41
340,Greece,0.845,3.8775
341,Greece,0.8490000000000001,2.825833333333333
342,Greece,0.851,3.784166666666667
343,Greece,0.853,4.056666666666666
344,Greece,0.856,4.4433333333333325
345,Greece,0.857,3.341666666666667
346,Greece,0.858,4.5925
347,Greece,0.8590000000000001,3.414166666666667
348,Greece,0.866,4.985000000000001
349,Greece,0.868,4.671666666666666
350,Hungary,0.7020000000000001,47.91666666666668
351,Hungary,0.706,47.52166666666667
352,Hungary,0.72,44.93999999999999
353,Hungary,0.733,44.65083333333333
354,Hungary,0.741,41.11833333333334
355,Hungary,0.746,40.22833333333333
356,Hungary,0.747,39.20333333333334
357,Hungary,0.754,36.39833333333333
358,Hungary,0.7609999999999999,40.32333333333333
359,Hungary,0.769,38.71333333333333
360,Hungary,0.777,34.08166666666667
361,Hungary,0.784,31.89583333333333
362,Hungary,0.7929999999999999,31.003333333333327
363,Hungary,0.795,30.789166666666663
364,Hungary,0.802,29.33416666666666
365,Hungary,0.8109999999999999,26.055000000000003
366,Hungary,0.8140000000000001,27.27666666666667
367,Hungary,0.818,27.639999999999997
368,Hungary,0.823,25.440416666666668
369,Hungary,0.826,26.136249999999993
370,Hungary,0.833,20.359166666666663
371,Hungary,0.835,21.8125
372,Iceland,0.804,15.025833333333336
373,Iceland,0.8170000000000001,16.644166666666663
374,Iceland,0.82,10.240833333333335
375,Iceland,0.821,9.084999999999999
376,Iceland,0.826,10.453333333333331
377,Iceland,0.8290000000000001,10.805
378,Iceland,0.8340000000000001,14.779166666666669
379,Iceland,0.841,13.668333333333337
380,Iceland,0.851,11.757499999999999
381,Iceland,0.855,10.743333333333332
382,Iceland,0.861,17.3325
383,Iceland,0.867,13.588333333333333
384,Iceland,0.8759999999999999,10.936666666666667
385,Iceland,0.882,8.414166666666668
386,Iceland,0.8859999999999999,14.067500000000003
387,Iceland,0.8909999999999999,9.947083333333333
388,Iceland,0.892,13.348333333333334
389,Iceland,0.893,8.865833333333335
390,Iceland,0.899,13.607500000000002
391,Iceland,0.9009999999999999,7.745833333333333
392,Iceland,0.9079999999999999,12.117500000000001
393,Iceland,0.92,18.436666666666667
394,Iceland,0.924,16.496666666666666
395,Iceland,0.927,11.720833333333333
396,Ireland,0.764,10.473333333333334
397,Ireland,0.767,10.544166666666666
398,Ireland,0.772,11.489166666666668
399,Ireland,0.7809999999999999,9.762500000000001
400,Ireland,0.789,11.901666666666666
401,Ireland,0.795,11.986666666666666
402,Ireland,0.8009999999999999,12.128333333333332
403,Ireland,0.809,13.012500000000001
404,Ireland,0.841,13.514166666666668
405,Ireland,0.8490000000000001,11.768333333333336
406,Ireland,0.857,11.863333333333335
407,Ireland,0.863,12.414166666666667
408,Ireland,0.871,11.318333333333333
409,Ireland,0.879,11.230833333333331
410,Ireland,0.888,10.784999999999998
411,Ireland,0.89,10.025
412,Ireland,0.893,10.0925
413,Ireland,0.894,11.548333333333332
414,Ireland,0.895,10.538333333333334
415,Ireland,0.8959999999999999,11.052500000000002
416,Ireland,0.899,10.809583333333334
417,Ireland,0.9,10.796666666666665
418,Ireland,0.9079999999999999,9.784166666666666
419,Ireland,0.92,9.973333333333333
420,Israel,0.792,10.188333333333333
421,Israel,0.8,11.61166666666667
422,Israel,0.807,10.9125
423,Israel,0.813,11.435833333333333
424,Israel,0.818,12.490833333333333
425,Israel,0.8240000000000001,10.619166666666665
426,Israel,0.828,9.209166666666667
427,Israel,0.836,10.548333333333332
428,Israel,0.843,8.342500000000001
429,Israel,0.85,8.548333333333334
430,Israel,0.853,9.046666666666669
431,Israel,0.857,9.019166666666669
432,Israel,0.865,7.944166666666667
433,Israel,0.867,8.203333333333331
434,Israel,0.871,8.575833333333334
435,Israel,0.872,6.71
436,Israel,0.88,7.2775000000000025
437,Israel,0.8809999999999999,6.139166666666665
438,Israel,0.882,6.6933333333333325
439,Israel,0.887,8.289166666666668
440,Israel,0.892,7.284166666666668
441,Israel,0.893,6.982499999999998
442,Israel,0.895,6.184166666666667
443,Israel,0.9,5.938333333333335
444,Israel,0.9009999999999999,5.4925
445,Italy,0.769,10.165000000000001
446,Italy,0.774,9.655833333333332
447,Italy,0.78,9.623333333333333
448,Italy,0.7859999999999999,10.095
449,Italy,0.794,9.910833333333333
450,Italy,0.8,9.834166666666668
451,Italy,0.8059999999999999,9.620833333333335
452,Italy,0.8140000000000001,9.753333333333336
453,Italy,0.8190000000000001,9.486666666666668
454,Italy,0.8240000000000001,8.31
455,Italy,0.83,8.268333333333333
456,Italy,0.8370000000000001,7.989166666666667
457,Italy,0.8420000000000001,7.884166666666666
458,Italy,0.847,7.868333333333331
459,Italy,0.852,7.610833333333335
460,Italy,0.857,6.882499999999999
461,Italy,0.862,6.800833333333334
462,Italy,0.866,6.830000000000003
463,Italy,0.868,6.8175
464,Italy,0.871,6.730833333333334
465,Italy,0.873,7.071666666666666
466,Italy,0.8740000000000001,6.982499999999999
467,Italy,0.875,6.855416666666667
468,Kazakhstan,0.664,37.88916666666667
469,Kazakhstan,0.6659999999999999,37.736666666666665
470,Kazakhstan,0.667,34.55666666666667
471,Kazakhstan,0.669,36.14500000000001
472,Kazakhstan,0.672,36.71
473,Kazakhstan,0.675,31.37416666666667
474,Kazakhstan,0.6759999999999999,33.9775
475,Kazakhstan,0.6809999999999999,26.96083333333333
476,Kazakhstan,0.684,26.554999999999996
477,Kazakhstan,0.685,35.50416666666666
478,Kazakhstan,0.69,27.84333333333333
479,Kazakhstan,0.7,35.207499999999996
480,Kazakhstan,0.713,33.82416666666666
481,Kazakhstan,0.725,34.30916666666666
482,Kazakhstan,0.737,34.48833333333333
483,Kazakhstan,0.747,29.816666666666674
484,Kazakhstan,0.754,31.227499999999996
485,Kazakhstan,0.758,30.940416666666668
486,Kazakhstan,0.762,27.50583333333334
487,Kazakhstan,0.764,26.73416666666667
488,Kazakhstan,0.772,24.48
489,Kazakhstan,0.782,22.584999999999997
490,Kazakhstan,0.7909999999999999,24.7225
491,Kazakhstan,0.7979999999999999,21.424166666666665
492,Kazakhstan,0.8059999999999999,19.834999999999997
493,Latvia,0.6729999999999999,45.46833333333333
494,Latvia,0.68,41.00083333333334
495,Latvia,0.6920000000000001,41.04749999999999
496,Latvia,0.705,36.82000000000001
497,Latvia,0.716,35.034166666666664
498,Latvia,0.728,37.766666666666666
499,Latvia,0.745,31.957500000000007
500,Latvia,0.76,30.646666666666665
501,Latvia,0.774,30.135833333333338
502,Latvia,0.7879999999999999,27.365
503,Latvia,0.802,26.005
504,Latvia,0.809,24.075
505,Latvia,0.8170000000000001,21.611666666666668
506,Latvia,0.818,24.64583333333334
507,Latvia,0.8190000000000001,25.64999999999999
508,Latvia,0.821,26.97416666666666
509,Latvia,0.8220000000000001,24.0625
510,Latvia,0.825,22.30666666666666
511,Latvia,0.8340000000000001,20.1825
512,Latvia,0.836,20.73416666666667
513,Latvia,0.8420000000000001,20.955833333333338
514,Lithuania,0.703,53.275
515,Lithuania,0.7120000000000001,49.634166666666665
516,Lithuania,0.7240000000000001,47.12000000000001
517,Lithuania,0.736,47.196666666666665
518,Lithuania,0.7440000000000001,46.794166666666676
519,Lithuania,0.755,47.65
520,Lithuania,0.767,47.41499999999999
521,Lithuania,0.778,46.30166666666665
522,Lithuania,0.79,44.21000000000001
523,Lithuania,0.7979999999999999,41.9475
524,Lithuania,0.81,40.482499999999995
525,Lithuania,0.8190000000000001,33.380833333333335
526,Lithuania,0.821,36.42250000000001
527,Lithuania,0.8240000000000001,32.93666666666666
528,Lithuania,0.826,33.899166666666666
529,Lithuania,0.831,34.90583333333333
530,Lithuania,0.835,31.176666666666666
531,Lithuania,0.84,37.046666666666674
532,Lithuania,0.852,33.43916666666667
533,Lithuania,0.855,32.123333333333335
534,Luxembourg,0.7909999999999999,19.444999999999997
535,Luxembourg,0.7979999999999999,23.402500000000003
536,Luxembourg,0.8029999999999999,19.030833333333337
537,Luxembourg,0.8079999999999999,17.33
538,Luxembourg,0.812,23.10333333333334
539,Luxembourg,0.8170000000000001,17.506666666666668
540,Luxembourg,0.826,19.10416666666667
541,Luxembourg,0.835,25.63333333333333
542,Luxembourg,0.843,16.770833333333336
543,Luxembourg,0.856,17.665833333333335
544,Luxembourg,0.86,18.55333333333333
545,Luxembourg,0.865,19.985
546,Luxembourg,0.8690000000000001,22.011666666666667
547,Luxembourg,0.87,13.697499999999998
548,Luxembourg,0.8759999999999999,15.794999999999996
549,Luxembourg,0.88,13.255833333333335
550,Luxembourg,0.884,15.315833333333337
551,Luxembourg,0.885,9.245833333333332
552,Luxembourg,0.888,15.324166666666663
553,Luxembourg,0.89,9.359166666666665
554,Luxembourg,0.892,10.2275
555,Luxembourg,0.893,11.763333333333334
556,Luxembourg,0.895,12.323333333333332
557,Luxembourg,0.899,11.199999999999998
558,Malta,0.7440000000000001,1.9791666666666667
559,Malta,0.7490000000000001,2.5283333333333338
560,Malta,0.753,7.261666666666666
561,Malta,0.757,3.9616666666666673
562,Malta,0.76,5.390833333333333
563,Malta,0.764,3.9183333333333334
564,Malta,0.767,3.9525000000000006
565,Malta,0.772,5.89
566,Malta,0.78,2.5524999999999998
567,Malta,0.785,7.646666666666667
568,Malta,0.787,6.504166666666666
569,Malta,0.7929999999999999,7.107500000000001
570,Malta,0.797,4.6066666666666665
571,Malta,0.804,6.245
572,Malta,0.813,7.151666666666666
573,Malta,0.826,7.267500000000001
574,Malta,0.828,5.661666666666666
575,Malta,0.831,6.153333333333333
576,Malta,0.833,3.2233333333333327
577,Malta,0.835,8.926666666666666
578,Malta,0.847,6.8424999999999985
579,Malta,0.848,3.9583333333333326
580,Malta,0.8540000000000001,4.989166666666667
581,Malta,0.861,4.7683333333333335
582,Malta,0.868,8.506666666666664
583,Malta,0.877,6.522499999999998
584,Montenegro,0.741,0.0
585,Montenegro,0.748,0.0
586,Montenegro,0.753,22.873333333333324
587,Montenegro,0.764,0.0
588,Montenegro,0.775,27.96083333333333
589,Montenegro,0.785,25.674166666666668
590,Montenegro,0.787,22.99416666666667
591,Netherlands,0.83,11.347500000000002
592,Netherlands,0.8340000000000001,12.540833333333333
593,Netherlands,0.835,11.957500000000001
594,Netherlands,0.84,11.331666666666665
595,Netherlands,0.862,10.418333333333335
596,Netherlands,0.8640000000000001,11.413333333333334
597,Netherlands,0.866,11.31833333333333
598,Netherlands,0.868,10.708333333333334
599,Netherlands,0.871,10.263333333333334
600,Netherlands,0.8759999999999999,9.915833333333333
601,Netherlands,0.879,9.9775
602,Netherlands,0.88,9.691666666666666
603,Netherlands,0.883,9.444166666666666
604,Netherlands,0.8859999999999999,9.263333333333334
605,Netherlands,0.8909999999999999,9.44
606,Netherlands,0.897,9.4325
607,Netherlands,0.904,8.119999999999997
608,Netherlands,0.9059999999999999,8.766249999999998
609,Netherlands,0.9109999999999999,9.124166666666664
610,Netherlands,0.9209999999999999,9.875833333333334
611,Netherlands,0.922,9.423333333333332
612,Netherlands,0.924,10.460833333333335
613,Netherlands,0.925,10.118333333333334
614,Netherlands,0.927,10.5775
615,Norway,0.85,15.942500000000003
616,Norway,0.856,16.235000000000003
617,Norway,0.862,15.136666666666668
618,Norway,0.87,14.8375
619,Norway,0.883,13.029166666666667
620,Norway,0.885,12.544166666666667
621,Norway,0.888,12.8275
622,Norway,0.894,13.2175
623,Norway,0.9059999999999999,12.805
624,Norway,0.9109999999999999,13.610833333333332
625,Norway,0.9159999999999999,12.857500000000002
626,Norway,0.917,12.527500000000002
627,Norway,0.9179999999999999,11.75
628,Norway,0.924,11.506666666666662
629,Norway,0.932,11.840833333333334
630,Norway,0.934,11.780833333333334
631,Norway,0.9359999999999999,11.889166666666668
632,Norway,0.938,11.265
633,Norway,0.9420000000000001,10.934583333333334
634,Norway,0.943,12.207500000000001
635,Norway,0.945,10.6025
636,Norway,0.946,10.584166666666667
637,Norway,0.948,11.369166666666667
638,Poland,0.711,15.022500000000003
639,Poland,0.7120000000000001,14.386666666666665
640,Poland,0.7140000000000001,16.202500000000004
641,Poland,0.725,15.654166666666669
642,Poland,0.7340000000000001,15.496666666666664
643,Poland,0.74,15.141666666666666
644,Poland,0.748,14.850833333333332
645,Poland,0.778,15.345833333333331
646,Poland,0.785,15.917499999999999
647,Poland,0.7909999999999999,15.054166666666667
648,Poland,0.799,15.272499999999996
649,Poland,0.802,15.644999999999996
650,Poland,0.804,15.012499999999996
651,Poland,0.8079999999999999,15.503333333333332
652,Poland,0.813,15.237499999999999
653,Poland,0.8190000000000001,13.872499999999995
654,Poland,0.8240000000000001,14.781666666666665
655,Poland,0.828,16.425
656,Poland,0.835,15.886666666666665
657,Poland,0.836,16.030833333333337
658,Poland,0.84,15.321666666666667
659,Poland,0.851,15.632499999999999
660,Poland,0.853,14.858333333333334
661,Poland,0.858,13.915833333333333
662,Portugal,0.711,12.5175
663,Portugal,0.72,13.76333333333333
664,Portugal,0.732,12.358333333333334
665,Portugal,0.746,10.485833333333334
666,Portugal,0.753,10.318333333333333
667,Portugal,0.76,10.744166666666667
668,Portugal,0.767,9.6475
669,Portugal,0.773,8.514999999999999
670,Portugal,0.779,7.454999999999999
671,Portugal,0.78,7.254999999999999
672,Portugal,0.785,7.156666666666667
673,Portugal,0.79,9.644166666666669
674,Portugal,0.792,14.319166666666666
675,Portugal,0.7959999999999999,13.871666666666664
676,Portugal,0.81,11.962499999999999
677,Portugal,0.8140000000000001,11.751666666666665
678,Portugal,0.8170000000000001,11.641666666666666
679,Portugal,0.8220000000000001,12.403333333333334
680,Portugal,0.8270000000000001,10.655
681,Portugal,0.8290000000000001,11.616666666666667
682,Portugal,0.8370000000000001,11.060833333333333
683,Portugal,0.84,12.824166666666663
684,Romania,0.6779999999999999,13.505833333333333
685,Romania,0.679,13.681666666666667
686,Romania,0.6809999999999999,14.398333333333335
687,Romania,0.6859999999999999,11.115
688,Romania,0.687,13.015
689,Romania,0.695,13.399166666666668
690,Romania,0.6970000000000001,13.44083333333333
691,Romania,0.701,10.493333333333332
692,Romania,0.703,13.189166666666667
693,Romania,0.7090000000000001,13.265833333333335
694,Romania,0.715,12.425833333333332
695,Romania,0.7240000000000001,14.466666666666667
696,Romania,0.732,13.309166666666664
