,country,gdp_per_capita ($),suicides/100k pop
236,Czech Republic,23811,14.584166666666663
237,Denmark,32034,21.10166666666667
238,Denmark,32837,15.514166666666668
239,Denmark,32841,15.089166666666669
240,Denmark,35148,18.205000000000002
241,Denmark,35435,14.709166666666668
242,Denmark,35710,15.723333333333334
243,Denmark,35763,15.257500000000002
244,Denmark,37841,19.927500000000006
245,Denmark,38158,19.13
246,Denmark,43129,13.058333333333332
247,Denmark,49552,13.481666666666667
248,Denmark,51960,13.685833333333333
249,Denmark,55354,13.506666666666668
250,Denmark,55972,10.118333333333334
251,Denmark,61711,10.835
252,Denmark,61863,12.058333333333332
253,Denmark,62071,11.934166666666664
254,Denmark,62229,11.663333333333332
255,Denmark,64831,11.212499999999999
256,Denmark,65598,10.5275
257,Denmark,66114,11.4775
258,Denmark,68447,11.920833333333333
259,Estonia,3224,45.26583333333332
260,Estonia,3536,44.06
261,Estonia,3806,41.83833333333333
262,Estonia,4250,35.62666666666666
263,Estonia,4262,30.386666666666667
264,Estonia,4361,40.53916666666667
265,Estonia,4711,30.97333333333334
266,Estonia,5561,29.85833333333333
267,Estonia,7523,28.18666666666667
268,Estonia,9293,24.954999999999995
269,Estonia,10870,21.36916666666667
270,Estonia,13264,20.219166666666666
271,Estonia,15540,19.08916666666667
272,Estonia,15609,20.722499999999997
273,Estonia,17504,22.087500000000002
274,Estonia,18149,17.115
275,Estonia,18411,20.13416666666667
276,Estonia,18545,19.105
277,Estonia,19141,20.380833333333335
278,Estonia,20221,19.326666666666668
279,Estonia,21117,21.575833333333332
280,Finland,18826,27.75
281,Finland,19861,28.945833333333336
282,Finland,21699,27.52
283,Finland,23546,29.50333333333333
284,Finland,23857,29.155833333333334
285,Finland,25582,31.11333333333334
286,Finland,25716,22.137499999999992
287,Finland,26296,25.8625
288,Finland,26383,22.265833333333337
289,Finland,27214,31.464999999999993
290,Finland,27508,24.1375
291,Finland,27646,25.11916666666667
292,Finland,27800,23.592499999999998
293,Finland,28068,27.080000000000002
294,Finland,28390,21.293333333333337
295,Finland,30271,33.01833333333334
296,Finland,34701,20.2875
297,Finland,39793,20.329166666666666
298,Finland,41202,19.209999999999997
299,Finland,43487,19.48333333333333
300,Finland,44862,13.432499999999997
301,Finland,48939,17.934166666666666
302,Finland,49878,19.04083333333333
303,Finland,50232,15.584166666666667
304,Finland,51089,18.590000000000003
305,Finland,52572,16.4025
306,Finland,52832,14.763333333333337
307,Finland,53809,16.967499999999998
308,Finland,56521,18.357499999999998
309,France,10765,29.075000000000003
310,France,14940,29.31416666666667
311,France,17999,27.585833333333337
312,France,19534,26.060000000000006
313,France,19558,26.04416666666667
314,France,23821,24.84166666666667
315,France,23968,25.227500000000006
316,France,24521,26.0575
317,France,24648,21.435833333333335
318,France,24796,19.995
319,France,25697,24.995833333333326
320,France,26136,25.122500000000002
321,France,26394,22.194166666666664
322,France,26714,19.886666666666663
323,France,27118,20.485833333333336
324,France,27190,21.137500000000003
325,France,29305,22.601666666666663
326,France,29363,24.384999999999994
327,France,32656,20.109166666666663
328,France,37240,19.37583333333333
329,France,38420,19.340833333333332
330,France,40097,18.38583333333333
331,France,44747,17.5975
332,France,45002,16.581666666666663
333,France,45682,17.8075
334,France,45775,18.02
335,France,46922,16.0275
336,France,47318,14.963333333333333
337,France,48217,17.598333333333336
338,France,49901,18.0175
339,Georgia,556,3.108333333333334
340,Georgia,611,3.3949999999999996
341,Georgia,669,5.714999999999999
342,Georgia,718,4.9750000000000005
343,Georgia,734,3.886666666666667
344,Georgia,740,5.039999999999999
345,Georgia,777,2.9324999999999997
346,Georgia,828,5.054166666666667
347,Georgia,858,4.108333333333333
348,Georgia,1253,5.545000000000001
349,Georgia,1267,4.420833333333333
350,Georgia,1552,2.363333333333333
351,Georgia,1555,5.369166666666666
352,Georgia,1859,1.9591666666666665
353,Georgia,2448,3.0491666666666677
354,Georgia,2589,5.421666666666666
355,Georgia,2775,2.8608333333333333
356,Georgia,3435,3.025833333333333
357,Georgia,3772,2.9066666666666667
358,Georgia,3850,4.630833333333333
359,Georgia,4046,7.0566666666666675
360,Georgia,4757,6.207499999999999
361,Germany,23546,21.620833333333334
362,Germany,24662,21.50916666666667
363,Germany,24874,15.481666666666664
364,Germany,24922,15.462500000000004
365,Germany,26441,15.330000000000004
366,Germany,26937,19.625000000000004
367,Germany,27888,20.83666666666667
368,Germany,28154,15.770000000000003
369,Germany,28420,17.58
370,Germany,28588,19.232499999999998
371,Germany,28733,16.70916666666667
372,Germany,31816,15.103333333333332
373,Germany,32147,18.035
374,Germany,33420,19.465
375,Germany,35772,14.3525
376,Germany,36289,13.457499999999998
377,Germany,38088,12.71
378,Germany,43201,12.528333333333334
379,Germany,43570,12.12666666666667
380,Germany,43614,12.680833333333334
381,Germany,43667,12.21
382,Germany,45142,12.359166666666665
383,Germany,47702,12.12666666666667
384,Germany,47947,12.735
385,Germany,48563,12.756666666666668
386,Germany,50167,12.75333333333333
387,Greece,5156,4.847499999999999
388,Greece,6040,5.100833333333333
389,Greece,6994,5.255
390,Greece,8070,5.01
391,Greece,8310,4.5441666666666665
392,Greece,10179,4.290833333333333
393,Greece,10816,4.5474999999999985
394,Greece,10957,4.425
395,Greece,11638,3.9033333333333338
396,Greece,11818,4.077500000000001
397,Greece,12509,3.7383333333333333
398,Greece,13043,3.2341666666666673
399,Greece,13550,4.14
400,Greece,13756,3.811666666666666
401,Greece,13968,3.9716666666666662
402,Greece,14008,4.0225
403,Greece,14330,3.760833333333334
404,Greece,14676,3.1958333333333333
405,Greece,18927,4.671666666666666
406,Greece,19202,3.3891666666666667
407,Greece,22804,3.41
408,Greece,22834,4.985000000000001
409,Greece,22994,4.5925
410,Greece,23309,4.4433333333333325
411,Greece,23414,3.8775
412,Greece,25739,3.784166666666667
413,Greece,26825,4.056666666666666
414,Greece,27886,3.325000000000001
415,Greece,29896,2.825833333333333
416,Greece,30785,3.414166666666667
417,Greece,33168,3.358333333333334
418,Hungary,3561,47.91666666666668
419,Hungary,3970,47.52166666666667
420,Hungary,4116,44.93999999999999
421,Hungary,4431,44.65083333333333
422,Hungary,4767,41.11833333333334
423,Hungary,4792,40.22833333333333
424,Hungary,4856,39.20333333333334
425,Hungary,4966,38.71333333333333
426,Hungary,5010,36.39833333333333
427,Hungary,5147,40.32333333333333
428,Hungary,5546,34.08166666666667
429,Hungary,6995,31.89583333333333
430,Hungary,8840,31.003333333333327
431,Hungary,10806,30.789166666666663
432,Hungary,11764,29.33416666666666
433,Hungary,12021,26.055000000000003
434,Hungary,13087,21.43916666666666
435,Hungary,13525,25.496666666666666
436,Hungary,13697,25.89333333333333
437,Hungary,13761,26.775833333333328
438,Hungary,14333,22.18583333333333
439,Hungary,14609,27.27666666666667
440,Hungary,14827,24.9875
441,Hungary,14886,20.359166666666663
442,Hungary,16540,27.639999999999997
443,Iceland,13357,14.254166666666665
444,Iceland,17681,17.924999999999997
445,Iceland,24089,9.176666666666668
446,Iceland,24107,17.495
447,Iceland,25474,9.084999999999999
448,Iceland,25937,10.453333333333331
449,Iceland,26249,13.998333333333335
450,Iceland,27316,15.025833333333336
451,Iceland,28680,10.805
452,Iceland,28857,16.644166666666663
453,Iceland,29311,10.240833333333335
454,Iceland,29740,14.779166666666669
455,Iceland,30326,13.668333333333337
456,Iceland,30850,13.588333333333333
457,Iceland,33513,11.757499999999999
458,Iceland,34372,17.3325
459,Iceland,34556,10.936666666666667
460,Iceland,34858,10.743333333333332
461,Iceland,42174,8.414166666666668
462,Iceland,43700,10.310833333333335
463,Iceland,45179,15.355833333333335
464,Iceland,48083,12.117500000000001
465,Iceland,49861,7.745833333333333
466,Iceland,50528,14.067500000000003
467,Iceland,51749,18.436666666666667
468,Iceland,54909,11.720833333333333
469,Iceland,56833,16.496666666666666
470,Iceland,59489,11.340833333333334
471,Iceland,60243,8.865833333333335
472,Iceland,60712,9.583333333333334
473,Iceland,73590,13.607500000000002
474,Ireland,6638,8.513333333333332
475,Ireland,8937,8.740000000000002
476,Ireland,10515,7.951666666666668
477,Ireland,11696,9.436666666666666
478,Ireland,12188,9.213333333333333
479,Ireland,15312,10.473333333333334
480,Ireland,15328,10.544166666666666
481,Ireland,15872,9.762500000000001
482,Ireland,17051,11.489166666666668
483,Ireland,17188,11.901666666666666
484,Ireland,20689,11.986666666666666
485,Ireland,22478,12.128333333333332
486,Ireland,24259,13.012500000000001
487,Ireland,26115,13.514166666666668
488,Ireland,28340,11.863333333333335
489,Ireland,28344,11.768333333333336
490,Ireland,30536,12.414166666666667
491,Ireland,35154,11.318333333333333
492,Ireland,44473,11.230833333333331
493,Ireland,51662,10.784999999999998
494,Ireland,52042,10.025
495,Ireland,53443,11.471666666666666
496,Ireland,55213,10.0925
497,Ireland,56628,9.784166666666666
498,Ireland,56655,11.548333333333332
499,Ireland,57390,11.052500000000002
500,Ireland,58941,10.538333333333334
501,Ireland,59634,9.973333333333333
502,Ireland,67032,10.1475
503,Ireland,67173,10.796666666666665
504,Israel,7325,9.335833333333332
505,Israel,8938,10.85666666666667
506,Israel,10558,11.134166666666667
507,Israel,12405,14.19333333333333
508,Israel,12687,10.346666666666666
509,Israel,14193,10.188333333333333
510,Israel,15267,11.61166666666667
511,Israel,16102,11.435833333333333
512,Israel,16469,10.9125
513,Israel,17814,12.490833333333333
514,Israel,20159,10.619166666666665
515,Israel,20536,7.790833333333334
516,Israel,21133,8.0975
517,Israel,21319,8.548333333333334
518,Israel,21545,9.209166666666667
519,Israel,21637,8.342500000000001
520,Israel,21921,10.548333333333332
521,Israel,22168,8.203333333333331
522,Israel,22623,9.019166666666669
523,Israel,22901,8.575833333333334
524,Israel,23451,9.046666666666669
525,Israel,24306,6.71
526,Israel,27712,6.139166666666665
527,Israel,30812,6.6933333333333325
528,Israel,32874,7.2775000000000025
529,Israel,34104,8.289166666666668
530,Israel,36263,6.982499999999998
531,Israel,37528,7.284166666666668
532,Israel,39793,5.4925
533,Israel,40477,6.184166666666667
534,Israel,41869,5.938333333333335
535,Italy,8329,11.116666666666667
536,Italy,11762,10.920833333333334
537,Italy,14756,10.461666666666668
538,Italy,16282,10.150833333333333
539,Italy,16922,9.719999999999997
540,Italy,19605,10.095
541,Italy,20235,9.910833333333333
542,Italy,21027,8.268333333333333
543,Italy,21392,7.989166666666667
544,Italy,21472,10.165000000000001
545,Italy,21625,9.834166666666668
546,Italy,22805,9.655833333333332
547,Italy,22869,9.753333333333336
548,Italy,23002,8.31
549,Italy,23227,7.884166666666666
550,Italy,23342,9.486666666666668
551,Italy,24172,9.620833333333335
552,Italy,24297,9.623333333333333
553,Italy,28572,7.868333333333331
554,Italy,31537,6.5375000000000005
555,Italy,32704,7.610833333333335
556,Italy,33536,6.882499999999999
557,Italy,34578,6.800833333333334
558,Italy,36497,7.120833333333334
559,Italy,36869,6.730833333333334
560,Italy,37035,6.844166666666669
561,Italy,37050,7.071666666666666
562,Italy,38101,6.827499999999998
563,Italy,38935,6.830000000000003
564,Italy,40210,7.173333333333333
565,Italy,41935,6.807499999999998
566,Kazakhstan,1225,33.9775
567,Kazakhstan,1328,35.50416666666666
568,Kazakhstan,1359,37.88916666666667
569,Kazakhstan,1395,34.55666666666667
570,Kazakhstan,1452,37.736666666666665
571,Kazakhstan,1527,31.37416666666667
572,Kazakhstan,1540,36.14500000000001
573,Kazakhstan,1599,36.71
574,Kazakhstan,1608,35.207499999999996
575,Kazakhstan,1644,26.96083333333333
576,Kazakhstan,1664,26.554999999999996
577,Kazakhstan,1788,33.82416666666666
578,Kazakhstan,1823,27.84333333333333
579,Kazakhstan,2232,34.30916666666666
580,Kazakhstan,3110,34.48833333333333
581,Kazakhstan,4096,29.816666666666674
582,Kazakhstan,5770,31.227499999999996
583,Kazakhstan,7423,31.30250000000001
584,Kazakhstan,8024,27.50583333333334
585,Kazakhstan,9387,30.57833333333333
586,Kazakhstan,10062,26.73416666666667
587,Kazakhstan,11784,19.834999999999997
588,Kazakhstan,12969,24.48
589,Kazakhstan,13845,22.584999999999997
590,Kazakhstan,14351,21.424166666666665
591,Kazakhstan,15552,24.7225
592,Kyrgyzstan,291,15.953333333333333
593,Kyrgyzstan,313,15.219166666666666
594,Kyrgyzstan,345,16.10833333333333
595,Kyrgyzstan,359,14.425833333333332
596,Kyrgyzstan,398,15.411666666666669
597,Kyrgyzstan,424,11.488333333333335
598,Kyrgyzstan,425,19.980833333333333
599,Kyrgyzstan,435,15.904166666666667
600,Kyrgyzstan,437,21.1925
601,Kyrgyzstan,459,17.211666666666662
602,Kyrgyzstan,484,11.777499999999998
603,Kyrgyzstan,528,21.56583333333333
604,Kyrgyzstan,533,11.290000000000001
605,Kyrgyzstan,603,18.451666666666664
606,Kyrgyzstan,610,12.165833333333333
607,Kyrgyzstan,677,20.549166666666668
608,Kyrgyzstan,715,20.589166666666667
609,Kyrgyzstan,814,10.490833333333335
610,Kyrgyzstan,977,9.44
611,Kyrgyzstan,991,11.933333333333332
612,Kyrgyzstan,1096,11.33
613,Kyrgyzstan,1273,10.574166666666668
614,Kyrgyzstan,1285,8.1975
615,Kyrgyzstan,1339,11.72166666666667
616,Kyrgyzstan,1463,9.153333333333334
617,Kyrgyzstan,1465,9.315833333333336
618,Latvia,2438,45.46833333333333
619,Latvia,2526,41.00083333333334
620,Latvia,2771,41.04749999999999
621,Latvia,3061,36.82000000000001
622,Latvia,3228,35.034166666666664
623,Latvia,3494,37.766666666666666
624,Latvia,3724,31.957500000000007
625,Latvia,4311,30.646666666666665
626,Latvia,5364,30.135833333333338
627,Latvia,6644,27.365
628,Latvia,7916,26.005
629,Latvia,10139,24.075
630,Latvia,11951,21.611666666666668
631,Latvia,12890,25.64999999999999
632,Latvia,14382,20.955833333333338
633,Latvia,14447,24.0625
634,Latvia,14558,22.30666666666666
635,Latvia,14758,24.64583333333334
636,Latvia,15820,20.1825
637,Latvia,16544,20.73416666666667
638,Latvia,17217,26.97416666666666
639,Lithuania,2324,53.275
640,Lithuania,2484,49.634166666666665
641,Lithuania,3008,47.12000000000001
642,Lithuania,3292,46.794166666666676
643,Lithuania,3354,47.196666666666665
644,Lithuania,3481,47.65
645,Lithuania,3719,47.41499999999999
646,Lithuania,4360,46.30166666666665
647,Lithuania,5778,44.21000000000001
648,Lithuania,7028,41.9475
649,Lithuania,8229,40.482499999999995
650,Lithuania,9667,33.380833333333335
651,Lithuania,12412,36.42250000000001
652,Lithuania,12584,32.93666666666666
653,Lithuania,12869,33.899166666666666
654,Lithuania,15073,32.123333333333335
655,Lithuania,15097,33.97416666666667
656,Lithuania,15099,31.176666666666666
657,Lithuania,15669,35.8375
658,Lithuania,16538,37.046666666666674
659,Lithuania,17442,33.43916666666667
660,Luxembourg,13743,20.61583333333333
661,Luxembourg,20004,15.254166666666668
662,Luxembourg,24654,20.27
663,Luxembourg,27676,17.625000000000004
664,Luxembourg,29239,21.77666666666667
665,Luxembourg,36871,19.444999999999997
666,Luxembourg,39465,23.402500000000003
667,Luxembourg,43740,19.030833333333337
668,Luxembourg,44320,17.33
669,Luxembourg,48610,23.10333333333334
670,Luxembourg,50260,25.63333333333333
671,Luxembourg,50788,16.770833333333336
672,Luxembourg,51391,19.985
673,Luxembourg,51841,18.55333333333333
674,Luxembourg,55054,17.665833333333335
675,Luxembourg,56169,19.10416666666667
676,Luxembourg,56484,22.011666666666667
677,Luxembourg,56499,17.506666666666668
678,Luxembourg,69768,13.697499999999998
679,Luxembourg,80639,15.794999999999996
680,Luxembourg,85397,13.255833333333335
681,Luxembourg,95351,15.315833333333337
682,Luxembourg,107456,11.199999999999998
683,Luxembourg,109483,9.245833333333332
684,Luxembourg,111328,11.763333333333334
685,Luxembourg,112581,15.324166666666663
686,Luxembourg,113120,11.681666666666667
687,Luxembourg,120423,7.623333333333332
688,Luxembourg,121315,9.359166666666665
689,Luxembourg,122729,11.377499999999998
690,Luxembourg,126352,12.323333333333332
691,Malta,3639,0.73
692,Malta,4544,0.30083333333333334
693,Malta,5517,1.5725
694,Malta,6295,2.3841666666666668
695,Malta,6539,7.496666666666669
696,Malta,7780,1.9791666666666667
697,Malta,8022,3.9616666666666673
698,Malta,8313,2.5283333333333338
699,Malta,8775,5.390833333333333
700,Malta,9040,7.261666666666666
701,Malta,9974,3.9183333333333334
702,Malta,10254,3.9525000000000006
703,Malta,10575,5.89
704,Malta,11103,2.5524999999999998
705,Malta,11607,7.646666666666667
706,Malta,11691,7.107500000000001
707,Malta,11873,6.504166666666666
708,Malta,12524,4.6066666666666665
709,Malta,14444,6.245
710,Malta,15916,7.151666666666666
711,Malta,16648,5.661666666666666
712,Malta,17504,7.267500000000001
713,Malta,20333,6.153333333333333
714,Malta,21695,8.926666666666666
715,Malta,22132,6.8424999999999985
716,Malta,23007,3.2233333333333327
717,Malta,23074,4.989166666666667
718,Malta,23984,3.9583333333333326
719,Malta,25191,4.7683333333333335
720,Malta,25750,6.522499999999998
721,Malta,27634,8.506666666666664
722,Montenegro,1701,0.0
723,Montenegro,2004,0.0
724,Montenegro,2220,0.0
725,Montenegro,2946,0.0
726,Montenegro,3565,0.0
727,Montenegro,3870,22.873333333333324
728,Montenegro,4654,0.0
729,Montenegro,6268,27.96083333333333
730,Montenegro,7023,22.99416666666667
731,Montenegro,7705,25.674166666666668
732,Netherlands,10428,13.324166666666665
733,Netherlands,14479,13.190000000000003
734,Netherlands,17560,13.097500000000004
735,Netherlands,18310,11.334166666666668
736,Netherlands,18661,12.299999999999997
737,Netherlands,22425,11.347500000000002
738,Netherlands,22906,12.540833333333333
739,Netherlands,24385,11.331666666666665
740,Netherlands,25205,11.957500000000001
741,Netherlands,25997,11.413333333333334
742,Netherlands,27644,9.915833333333333
743,Netherlands,28156,11.380833333333333
744,Netherlands,28366,9.691666666666666
745,Netherlands,29351,10.708333333333334
746,Netherlands,29799,10.263333333333334
747,Netherlands,30625,11.255833333333333
748,Netherlands,30757,9.9775
749,Netherlands,30850,10.418333333333335
750,Netherlands,37614,9.444166666666666
751,Netherlands,42614,9.263333333333334
752,Netherlands,44289,9.44
753,Netherlands,47206,10.5775
754,Netherlands,47281,9.4325
755,Netherlands,52334,9.875833333333334
756,Netherlands,53302,9.124166666666664
757,Netherlands,54418,8.119999999999997
758,Netherlands,54510,10.460833333333335
759,Netherlands,54988,9.025
760,Netherlands,55325,10.118333333333334
761,Netherlands,56667,9.423333333333332
762,Netherlands,60375,8.507499999999999
763,Norway,20117,13.635
764,Norway,23980,15.963333333333333
765,Norway,25820,17.374999999999996
766,Norway,25945,16.490833333333338
767,Norway,30066,14.8375
768,Norway,30240,15.942500000000003
769,Norway,30678,16.235000000000003
770,Norway,31520,12.544166666666667
771,Norway,32793,15.136666666666668
772,Norway,37334,12.805
773,Norway,37483,13.029166666666667
774,Norway,39013,13.610833333333332
775,Norway,39335,13.2175
776,Norway,40098,12.8275
777,Norway,41099,12.527500000000002
778,Norway,41281,12.857500000000002
779,Norway,46049,11.75
780,Norway,53533,11.506666666666662
781,Norway,61450,11.780833333333334
782,Norway,71215,11.840833333333334
783,Norway,79007,11.889166666666668
784,Norway,79187,11.369166666666667
785,Norway,85394,12.144999999999996
786,Norway,90797,10.647499999999999
